date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-23,-5.376480449166145,-9.583515083862576,-1.3210077177057273,46303877432
2025-03-24,-5.94548440503219,-10.170950806910746,-2.2512975969205837,46303877432
2025-03-25,-6.514488360898234,-10.72109998531801,-2.277277762067225,46303877432
2025-03-26,-7.083492316764286,-11.093281065719625,-3.0473975481399265,46303877432
2025-03-27,-7.652496272630323,-11.931716479459133,-3.4613718204705823,46303877432
2025-03-28,-8.221500228496375,-12.552466792357171,-4.363630126234842,46303877432
2025-03-29,-8.790504184362426,-13.217148341619286,-4.727742233448484,46303877432
2025-03-30,-9.359508140228463,-13.655106242756535,-5.5327090346889864,46303877432
2025-03-31,-9.928512096094515,-13.980736314789958,-6.012267179648202,46303877432
2024-12-31,3.9986594018922714,0.9573221421876396,7.014735620837351,46303948414
2025-01-01,4.018659914392803,1.2293428246089264,6.908738614927647,46303948414
2025-01-02,4.038660426893334,1.0746994425409717,6.90038418569531,46303948414
2025-01-03,4.0586609393938655,1.0411909759869926,7.011764122993777,46303948414
2025-01-04,4.078661451894397,1.0902492070357295,7.070243108927268,46303948414
2025-01-05,4.098661964394928,1.1205642333900487,7.26950000748408,46303948414
2025-01-06,4.11866247689546,1.1188538015773617,7.241261677400423,46303948414
2025-01-07,4.138662989395991,1.1287070548384015,7.239612425539243,46303948414
2025-01-08,4.158663501896522,1.0971356694988734,7.1554920221123,46303948414
2025-01-09,4.178664014397054,0.9474360253952661,7.212544666062424,46303948414
2025-01-10,4.198664526897585,1.31064542961567,7.2498791890737,46303948414
2025-01-11,4.218665039398116,1.2025129248756308,7.075866018786596,46303948414
2025-01-12,4.238665551898649,1.3299951133537034,7.564950454199188,46303948414
2025-01-13,4.258666064399179,1.2513184225949778,7.1138987938260945,46303948414
2025-01-14,4.278666576899711,1.3223263897080384,7.588922643537687,46303948414
2025-01-15,4.298667089400243,1.3013082899441142,7.217688491134275,46303948414
2025-01-16,4.318667601900774,1.3103311954527812,7.210020348997373,46303948414
2025-01-17,4.3386681144013055,1.4790136054697351,7.2230682692692145,46303948414
2025-01-18,4.358668626901837,1.7112982672066335,7.291634819563877,46303948414
2025-01-19,4.378669139402368,1.4171686975785798,7.516389416111405,46303948414
2025-01-20,4.3986696519029,1.392264377503071,7.429475538930562,46303948414
2025-01-21,4.418670164403431,1.6791771834781906,7.393336035620266,46303948414
2025-01-22,4.438670676903962,1.369375781312563,7.446780933614771,46303948414
2025-01-23,4.458671189404494,1.4947807115643161,7.5185138722261655,46303948414
2025-01-24,4.478671701905025,1.5296872592495367,7.358969430650425,46303948414
2025-01-25,4.498672214405557,1.5094578796069262,7.316391763008151,46303948414
2025-01-26,4.518672726906088,1.596755500242585,7.347248892034168,46303948414
2025-01-27,4.53867323940662,1.4678792836268282,7.4367566119743875,46303948414
2024-12-17,7.714272166685397,7.714272165958707,7.714272167345616,46308044959
2024-12-18,8.428557166762566,8.428557165971993,8.428557167612167,46308044959
2024-12-19,9.142842166839738,9.142842165743977,9.142842168103602,46308044959
2024-12-20,9.85712716691691,9.857127164915985,9.85712717013081,46308044959
2024-12-21,10.57141216699408,10.57141216248729,10.571412172860684,46308044959
2024-12-22,11.285697167071252,11.285697160045622,11.285697177478323,46308044959
2024-12-23,11.99998216714842,11.999982157143103,11.999982181730893,46308044959
2024-12-24,12.714267167225593,12.714267153164464,12.714267187277509,46308044959
2024-12-25,13.428552167302762,13.42855214726027,13.428552193389175,46308044959
2024-12-26,14.14283716737993,14.142837141004291,14.142837198451966,46308044959
2024-12-27,14.857122167457103,14.857122135017724,14.857122205168505,46308044959
2024-12-28,15.571407167534275,15.57140713103113,15.571407212528435,46308044959
2024-12-29,16.285692167611444,16.28569212441104,16.28569221941991,46308044959
2024-12-30,16.999977167688613,16.999977117300034,16.999977226625607,46308044959
2024-12-31,17.714262167765785,17.714262112176446,17.714262230445822,46308044959
2025-01-01,18.428547167842954,18.42854710381655,18.42854723785071,46308044959
2025-01-02,19.142832167920126,19.142832096723414,19.142832246272263,46308044959
2025-01-03,19.857117167997295,19.85711708862715,19.85711725301647,46308044959
2025-01-04,20.571402168074467,20.571402081333503,20.571402263266457,46308044959
2025-01-05,21.285687168151632,21.285687074886376,21.285687276706486,46308044959
2025-01-06,21.999972168228805,21.999972064460817,21.999972287362258,46308044959
2025-01-07,22.714257168305984,22.714257052135583,22.714257296627277,46308044959
2025-01-08,23.428542168383146,23.42854204419505,23.42854230678921,46308044959
2025-01-09,24.14282716846032,24.142827034575593,24.142827314748843,46308044959
2025-01-10,24.85711216853749,24.85711202685519,24.85711232236864,46308044959
2025-01-11,25.57139716861466,25.57139701344866,25.571397333595417,46308044959
2025-01-12,26.285682168691828,26.28568200366918,26.285682346159916,46308044959
2025-01-13,26.999967168768997,26.999966988083283,26.99996735905023,46308044959
2024-12-24,2.2106782424648124,1.5910211469378257,2.804040124195777,46310250952
2024-12-25,2.4867677651325204,1.8854250853539323,3.031159442905149,46310250952
2024-12-26,2.7628572878002275,2.17434114800517,3.3301934206641337,46310250952
